epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.9181176466100356,0.08492252199965365,0.042628275778363735,0.1760522476013969,0.9693333427111308,0.0427976343780756,0.04992939854661624,0.11340264181296031
1,0.9414117644814884,0.06303538986865212,0.04332702593768344,0.12469098331297145,0.9660000046094258,0.050174137701590855,0.050924596438805265,0.1101672331492106
2,0.9388235330581665,0.06591434930177296,0.044263517330674566,0.12093683454920263,0.9693333387374878,0.03987055060764154,0.051680112878481545,0.095930548508962
3,0.9464705894975102,0.060062912676264256,0.044467808744486644,0.11214013064608855,0.9633333365122477,0.0453402616083622,0.05152187297741572,0.0991201306382815
4,0.9436470592723173,0.06128247507354793,0.04444530781577615,0.11159621240461574,0.9706666866938273,0.03637722507119179,0.051566363374392195,0.08878612617651621
5,0.9498823530533734,0.0556558617774178,0.0444930588497835,0.10475388852988972,0.9713333487510681,0.035421789189179737,0.05179038718342781,0.08690404395262401
6,0.9467058854944566,0.05691936458734905,0.044537597587879965,0.10514483232708538,0.9700000087420145,0.03516006531814734,0.05178686529397965,0.08587772250175477
7,0.9491764734773075,0.05533349553451818,0.044416035229668895,0.10283003949067172,0.9713333408037822,0.036241414149602254,0.051876846700906754,0.08635378281275431
8,0.9549411787706263,0.05154956232975511,0.04413766299977022,0.09835314286105773,0.9706666787465413,0.03592439790566762,0.05156620939572652,0.08536084045966466
9,0.9545882351258221,0.051260239433716326,0.04414585289709708,0.09753602217225467,0.972000002861023,0.03786176654199759,0.05182735671599706,0.08694688926140468
10,0.9547058855786043,0.04982569520087803,0.04396639089373981,0.09561476418200661,0.9646666685740153,0.0408654519667228,0.051430753370126085,0.0893848975499471
11,0.9547058862798354,0.0491226204616182,0.04384945942198529,0.09450473566265667,0.9720000147819519,0.032634726042548814,0.05119835510849953,0.08074261198441188
12,0.9549411766669329,0.04889101484680877,0.04374854244730052,0.09393923133611679,0.9726666728655498,0.034756848588585854,0.05114779695868492,0.08256157239278157
13,0.9561176503405852,0.04826747282024692,0.04371857187327217,0.09301132261753083,0.9726666728655498,0.0354894441862901,0.05143406589825948,0.08312195986509323
14,0.9578823587473702,0.045908623473609196,0.04366586265318534,0.09037288199452793,0.9713333408037822,0.03395715306202571,0.05128890226284663,0.08132321089506149
15,0.9587058866725249,0.04615720576223205,0.043507431929602346,0.09035519606926862,0.9720000187555949,0.035795701170961064,0.05105002870162328,0.08283776144186655
16,0.9618823570363662,0.044046347522560286,0.04335225325296907,0.08798267578377443,0.9726666808128357,0.03244247225423654,0.051219101250171664,0.07935911566019058
17,0.9617647107909707,0.043986254777101906,0.043440681257668666,0.08775349759003695,0.9713333368301391,0.0318923769518733,0.05101360554496447,0.07854630003372828
18,0.9598823547363281,0.043824901322231574,0.043436224714798084,0.0874354188933092,0.9753333489100139,0.027566632690529027,0.05095912143588066,0.07407371501127878
19,0.9627058835590587,0.04209482264431084,0.0432432097985464,0.08550144284963608,0.9733333428700764,0.029521816410124302,0.05091826319694519,0.07587222134073575
20,0.9600000037866481,0.04302075516213389,0.04317483349758036,0.0862737230518285,0.9733333468437195,0.03154377415776253,0.05084786340594292,0.07774506211280822
21,0.9614117685486289,0.04245669184362187,0.043153974764487325,0.08559548846062492,0.9766666849454244,0.02879047468304634,0.05091659302512805,0.0749136378367742
22,0.9651764757492963,0.04150431546218255,0.04327987932107028,0.08458675882395576,0.9733333508173625,0.03130175434052944,0.05081980973482132,0.0773036907116572
23,0.9649411783498876,0.040663156483103244,0.04316546057953554,0.08361525220029495,0.9726666768391927,0.030014309783776602,0.05086941843231519,0.07593471507231395
24,0.9658823588315179,0.04028478746905046,0.04310668886584394,0.08312440199010512,0.9720000068346659,0.030334635389347872,0.05091525713602702,0.07620636423428853
25,0.963411771549898,0.03999054714599076,0.04318172489019001,0.08278114756240565,0.9740000128746032,0.029411797039210798,0.05084358379244804,0.0751689982910951
26,0.9649411797523498,0.038990049239467174,0.04307833335855428,0.08166511155226651,0.9726666728655498,0.029190777242183684,0.0508972371617953,0.07490309874216715
27,0.9667058853542103,0.03800613120855654,0.04316353044089149,0.08065236228353836,0.9733333428700764,0.02908239116271337,0.050674961507320405,0.07463861107826233
28,0.9651764750480651,0.03910277216311763,0.04317037498249727,0.08169577928150401,0.9766666809717814,0.028157958760857582,0.05070947408676148,0.07368255232771238
29,0.9645882396137013,0.03966602222884402,0.0430503516951028,0.0821603539673721,0.9753333449363708,0.02825636404256026,0.05072140246629715,0.07373616670568785
30,0.967764712081236,0.038580884127055896,0.04304233736851636,0.08102440733243438,0.9753333489100139,0.027638277038931847,0.05072252502044042,0.07307024945815405
31,0.9655294158879448,0.03926389734534656,0.04301634277491009,0.08165717997095163,0.9746666789054871,0.028054262759784857,0.05070984065532684,0.07344092403848966
32,0.9661176520235398,0.038446348664515156,0.043030517548322676,0.08080564347260139,0.9726666808128357,0.03034330519537131,0.050733257085084915,0.07570233369867006
33,0.9664705928634195,0.03915211696396856,0.04302079681964482,0.08147794306278229,0.9746666789054871,0.028472307448585827,0.05075307662288348,0.07381133834520975
34,0.9647058886640212,0.03827759919359403,0.04299337684231646,0.08055852099376566,0.9753333449363708,0.027821106277406214,0.05072783902287483,0.07311857367555301
35,0.9678823611315559,0.03724835692521404,0.04297396891257342,0.07949459123260835,0.9746666789054871,0.028028928923110166,0.05069292758901914,0.07328747684756914
36,0.9668235386119169,0.03875130353605046,0.042927378985811684,0.08095466450733298,0.9746666789054871,0.02858776574333509,0.05066919301946958,0.07381257563829421
37,0.9655294165891759,0.03875550767954658,0.04301377569927889,0.0809698129839757,0.9760000109672546,0.02867330511411031,0.050738314539194106,0.07390526284774145
38,0.9667058874579036,0.03853351136340814,0.04294994946788339,0.0807040980195298,0.9760000149408976,0.027824994797507923,0.05068554182847341,0.07301988999048868
39,0.9649411811548121,0.038657851298065746,0.04299518264391843,0.08082907927386901,0.9773333470026652,0.028003437692920366,0.05063753301898639,0.0731610044836998
40,0.965647066340727,0.038110506644143775,0.042989593919585734,0.08026072562617415,0.9753333449363708,0.027691005853315194,0.05063322062293688,0.0728278654317061
41,0.9667058916652904,0.03733238941606353,0.0430257545236279,0.07948067972765249,0.9760000109672546,0.027868636635442576,0.05062811200817426,0.07298799405495325
42,0.9689411808462703,0.03696640556787743,0.042922915430629954,0.07906044086112696,0.9740000128746032,0.028036148163179557,0.0506509338816007,0.07315219342708587
43,0.9654117717462427,0.037869631740100246,0.04302511416813907,0.07999148995560758,0.9753333489100139,0.027691347462435564,0.05063654258847237,0.07278974230090778
44,0.9671764752444099,0.03745116847841179,0.04299830938963329,0.07955024742028292,0.9760000149408976,0.027667071111500262,0.05062847485144933,0.07275167778134346
45,0.9671764766468721,0.03743679244071245,0.042930920772692734,0.07949977499597213,0.9746666749318441,0.02796750751634439,0.05065275530020396,0.07305256277322769
46,0.9694117700352388,0.037024756389505725,0.04309582521810251,0.07914304154760697,0.9773333509763081,0.027584793542822204,0.050656181077162424,0.07266124760111173
47,0.9682352998677421,0.037453917304382606,0.042940614153357114,0.07950220147476476,0.9766666849454244,0.027485250247021517,0.050660089155038196,0.07255498816569646
48,0.969294120984919,0.036648325348163355,0.043006382926422004,0.0787148737732102,0.9766666809717814,0.027840969587365785,0.050661834826072054,0.07290340065956116
49,0.9674117733450497,0.03719405122101307,0.043052425191682925,0.07927119692458826,0.9760000149408976,0.02769971763094266,0.05064935659368833,0.07275225544969241
