,acc,l1,sparsity,time
0,0.995,-7,0.008217366536458333,13.882339000701904
1,0.9963,-6,0.27725423177083336,14.307543516159058
2,0.9953,-5,0.7919548882378472,13.41845703125
3,0.9938,-4,0.9837734646267361,14.133110761642456
4,0.9803,-3,0.9994140625,13.022447109222412
