,acc,l1,sparsity,time
0,0.7858,-7,0.0007114410400390625,22.136930227279663
1,0.781,-6,0.30101585388183594,23.478872299194336
2,0.7436,-5,0.7946945190429687,21.45851421356201
3,0.6758,-4,0.99346923828125,22.41963505744934
4,0.6359,-3,0.9992412567138672,24.225684642791748
