,acc,l1,sparsity,time
0,0.9951,-7,0.05143771701388889,14.75792932510376
1,0.9961,-6,0.6451626247829861,14.61232328414917
2,0.9952,-5,0.9667195638020833,13.887771844863892
3,0.9924,-4,0.9980719672309027,14.06266188621521
4,0.9746,-3,0.9998202853732638,14.244866132736206
