,acc,l1,sparsity,time
0,0.1055,-7,0.012986924913194444,14.231458187103271
1,0.1702,-6,0.45658637152777776,13.955450534820557
2,0.2817,-5,0.9355482313368055,13.224722862243652
3,0.929,-4,0.9945102267795138,14.116800785064697
4,0.5139,-3,0.9996880425347222,13.76403260231018
