,acc,l1,sparsity,time
0,0.1043,-7,0.0014214409722222222,14.257955312728882
1,0.1731,-6,0.11799452039930555,12.486443281173706
2,0.1358,-5,0.7910230848524306,13.534335136413574
3,0.9352,-4,0.9750542534722222,13.58906626701355
4,0.4042,-3,0.9987982855902777,14.446802616119385
