,acc,l1,sparsity,time
0,0.2503,-7,0.0006847381591796875,27.720113515853882
1,0.374,-6,0.27597808837890625,24.93096685409546
2,0.5401,-5,0.7984516143798828,24.26873803138733
3,0.2946,-4,0.9916862487792969,24.662997007369995
4,0.1433,-3,0.9990161895751953,21.63851261138916
