,acc,l1,sparsity,time
0,0.1049,-7,0.06983371310763889,14.706976175308228
1,0.1693,-6,0.6635721842447917,14.11656641960144
2,0.3544,-5,0.9605441623263888,14.193124294281006
3,0.915,-4,0.9958591037326389,14.17714810371399
4,0.5146,-3,0.9997124565972222,14.14642858505249
