,acc,l1,sparsity,time
0,0.9956,-7,0.05261027018229167,14.350231170654297
1,0.9959,-6,0.6312852647569445,14.126203775405884
2,0.995,-5,0.9629319932725694,13.813621044158936
3,0.9923,-4,0.9982652452256945,14.452446460723877
4,0.9808,-3,0.999822998046875,13.307644128799438
