,acc,l1,sparsity,time
0,0.2022,-7,0.13687201605902777,14.449964046478271
1,0.1482,-6,0.7270358615451389,13.613784790039062
2,0.6985,-5,0.9766086154513889,13.91594386100769
3,0.5487,-4,0.9985310872395833,13.15833592414856
4,0.2425,-3,0.9998358832465277,13.548093318939209
