,acc,l1,sparsity,time
0,0.1301,-7,0.01629486083984375,22.79994511604309
1,0.2193,-6,0.6518795013427734,22.650084972381592
2,0.4055,-5,0.953640365600586,24.030247688293457
3,0.3238,-4,0.9987113952636719,23.406233310699463
4,0.1952,-3,0.9997909545898438,22.939669609069824
