,acc,l1,sparsity,time
0,0.1376,-7,0.00177154541015625,23.031523942947388
1,0.1972,-6,0.5559089660644532,23.87988829612732
2,0.4082,-5,0.8732803344726563,24.307122230529785
3,0.4031,-4,0.9933731079101562,23.262779712677002
4,0.1895,-3,0.9991901397705079,22.054802179336548
