,acc,l1,sparsity,time
0,0.1522,-7,0.10274772644042969,23.540480852127075
1,0.2608,-6,0.7432682037353515,24.163991928100586
2,0.4082,-5,0.973089599609375,23.83773946762085
3,0.3015,-4,0.9988922119140625,23.042020082473755
4,0.1781,-3,0.9997920989990234,23.891046047210693
