,acc,l1,sparsity,time
0,0.7848,-7,0.006475067138671875,24.398768663406372
1,0.7766,-6,0.38574943542480467,22.322792768478394
2,0.7424,-5,0.9269397735595704,25.385867834091187
3,0.6627,-4,0.9980758666992188,22.173899173736572
4,0.6206,-3,0.9998268127441406,24.55446147918701
