epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.09305882326820318,0.8094308972358704,0.10678140516666805,0.851289207795087,0.08666666634380818,0.8094308972358704,0.06881806006034215,0.8364075819651285
1,0.09305882344351095,0.8094308972358704,0.06201808671740924,0.8337419881540187,0.09799999992052714,0.8094308972358704,0.06884639064470927,0.8364186882972717
2,0.09905882361618912,0.8094308972358704,0.0618942078860367,0.83369342509438,0.1040000006556511,0.8094308972358704,0.06897838413715363,0.8364704251289368
3,0.1027058819637579,0.8094308972358704,0.061925578380332275,0.8337057246881373,0.11000000064571698,0.8094308932622274,0.0689338152607282,0.8364529450734456
4,0.10588235324796508,0.8094308881198659,0.061879741794922775,0.8336877486285041,0.10800000031789143,0.8094308773676554,0.06873117933670679,0.836373500029246
5,0.09929411766283652,0.7985388257924249,0.06188102833488408,0.8227961869800792,0.18533333241939545,0.5724305669466655,0.06843951394160588,0.5992588559786479
6,0.5861176448709825,0.3348303836934707,0.058797457244466333,0.3578789867022458,0.9253333369890849,0.12140201876560847,0.057884898781776425,0.14409289757410684
7,0.8983529420459971,0.13322566730134627,0.055919420762973675,0.1551460805184701,0.9513333360354106,0.07081693013509115,0.05700944761435191,0.0931646337111791
8,0.9388235288507798,0.08605023578685873,0.05559393930084565,0.10784305930137635,0.9606666684150695,0.054748478531837466,0.057041470209757486,0.07710873385270436
9,0.9508235293276169,0.06839148963198942,0.05515779585522764,0.09001334519947277,0.965333346525828,0.04624214867750804,0.05682737703124682,0.06851847941676775
10,0.9594117641448975,0.058298004681573194,0.05482184163787786,0.07978816637221504,0.9660000085830689,0.04261816876629988,0.05649274314443271,0.06476332371433575
11,0.9618823549326728,0.05222460897091557,0.054271184828351526,0.07349891268155154,0.9713333447774252,0.03783119718233744,0.05656396895647049,0.060004273305336635
12,0.9681176515186534,0.0464547294904204,0.05380975538316895,0.06754815311116331,0.9740000128746032,0.03779185612996419,0.056406976034243904,0.05990339020888011
13,0.9704705953598023,0.042238483731361,0.05354623299311189,0.06322860625736854,0.9766666809717814,0.03207766662041346,0.05618761107325554,0.05410320957501729
14,0.9732941283899195,0.03813890540862785,0.05293353011502939,0.05888884895864655,0.9786666790644328,0.033930970604221025,0.055736621469259263,0.05577972556153933
15,0.9731764786383685,0.036154528159429045,0.05291102528572082,0.05689564938930904,0.9773333470026652,0.02805065785845121,0.05575155218442281,0.049905265867710116
16,0.9740000100696788,0.03513511038001846,0.05252675330814193,0.05572559723959249,0.9786666830380758,0.027411847561597823,0.05571452130873998,0.049251939604679745
17,0.9724705969586092,0.03351791875765604,0.05245190240881022,0.05407906380646369,0.9813333511352539,0.02649854781726996,0.05561304713288943,0.04829886183142662
18,0.9774117757292354,0.030745363103992798,0.05186027476892752,0.051074590446317895,0.9813333511352539,0.02432268758614858,0.055261182288328804,0.04598507036765417
19,0.9772941280813778,0.030494163853718954,0.05173196867108345,0.050773095295709725,0.9826666831970214,0.024629371364911397,0.05521838093797366,0.04627497643232346
20,0.9797647174666909,0.028247508702470975,0.0515208400785923,0.048443677232545966,0.9820000171661377,0.023869239104290802,0.05511929268638293,0.045476001004378
21,0.9801176576053395,0.027755725515239377,0.05157099861432524,0.04797155642334153,0.9786666870117188,0.02552647888660431,0.055111055821180345,0.04713001276055972
22,0.9809411897378809,0.02734055716325255,0.05132736107882331,0.04746088192743413,0.9833333492279053,0.023301076019803683,0.05498658716678619,0.044855817407369616
23,0.9816470693139469,0.025586968726095033,0.05108610295197543,0.045612720838364436,0.9833333492279053,0.02315959713111321,0.055039368321498236,0.04473502735296885
